Huc Cd	Huc Class Cd	Huc Nm
11110203	Cataloging Unit	Lake Conway-Point Remove
11110204	Cataloging Unit	Petit Jean
11110205	Cataloging Unit	Cadron
11110206	Cataloging Unit	Fourche La Fave
11110207	Cataloging Unit	Lower Arkansas-Maumelle
11120101	Cataloging Unit	Tierra Blanca
11120102	Cataloging Unit	Palo Duro
11120103	Cataloging Unit	Upper Prairie Dog Town Fork Red
11120104	Cataloging Unit	Tule
11120105	Cataloging Unit	Lower Prairie Dog Town Fork Red
11120201	Cataloging Unit	Upper Salt Fork Red
11120202	Cataloging Unit	Lower Salt Fork Red
11120301	Cataloging Unit	Upper North Fork Red
11120302	Cataloging Unit	Middle North Fork Red
11120303	Cataloging Unit	Lower North Fork Red
11120304	Cataloging Unit	Elm Fork Red
11130101	Cataloging Unit	Groesbeck-Sandy
11130102	Cataloging Unit	Blue-China
11130103	Cataloging Unit	North Pease
11130104	Cataloging Unit	Middle Pease
11130105	Cataloging Unit	Pease
11130201	Cataloging Unit	Farmers-Mud
11130202	Cataloging Unit	Cache
11130203	Cataloging Unit	West Cache
11130204	Cataloging Unit	North Wichita
11130205	Cataloging Unit	South Wichita
11130206	Cataloging Unit	Wichita
11130207	Cataloging Unit	Southern Beaver
11130208	Cataloging Unit	Northern Beaver
11130209	Cataloging Unit	Little Wichita
11130210	Cataloging Unit	Lake Texoma
11130301	Cataloging Unit	Washita Headwaters
11130302	Cataloging Unit	Upper Washita
11130303	Cataloging Unit	Middle Washita
11130304	Cataloging Unit	Lower Washita
11140101	Cataloging Unit	Bois D'Arc-Island
11140102	Cataloging Unit	Blue
11140103	Cataloging Unit	Muddy Boggy
11140104	Cataloging Unit	Clear Boggy
11140105	Cataloging Unit	Kiamichi
11140106	Cataloging Unit	Pecan-Waterhole
11140107	Cataloging Unit	Upper Little
11140108	Cataloging Unit	Mountain Fork
11140109	Cataloging Unit	"Lower Little Arkansas, Oklahoma"
11140201	Cataloging Unit	Mckinney-Posten Bayous
11140202	Cataloging Unit	Middle Red-Coushatta
11140203	Cataloging Unit	Loggy Bayou
11140204	Cataloging Unit	Red Chute
11140205	Cataloging Unit	Bodcau Bayou
11140206	Cataloging Unit	Bayou Pierre
11140207	Cataloging Unit	Lower Red-Lake Iatt
11140208	Cataloging Unit	Saline Bayou
11140209	Cataloging Unit	Black Lake Bayou
11140301	Cataloging Unit	Sulphur Headwaters
11140302	Cataloging Unit	Lower Sulphur
11140303	Cataloging Unit	White Oak Bayou
11140304	Cataloging Unit	Cross Bayou
11140305	Cataloging Unit	Lake O'The Pines
11140306	Cataloging Unit	Caddo Lake
11140307	Cataloging Unit	Little Cypress
12010001	Cataloging Unit	Upper Sabine
12010002	Cataloging Unit	Middle Sabine
12010003	Cataloging Unit	Lake Fork
12010004	Cataloging Unit	Toledo Bend Reservoir
12010005	Cataloging Unit	Lower Sabine
12020001	Cataloging Unit	Upper Neches
12020002	Cataloging Unit	Middle Neches
12020003	Cataloging Unit	Lower Neches
12020004	Cataloging Unit	Upper Angelina
12020005	Cataloging Unit	Lower Angelina
12020006	Cataloging Unit	Village
12020007	Cataloging Unit	Pine Island Bayou
12030101	Cataloging Unit	Upper West Fork Trinity
12030102	Cataloging Unit	Lower West Fork Trinity
12030103	Cataloging Unit	Elm Fork Trinity
12030104	Cataloging Unit	Denton
12030105	Cataloging Unit	Upper Trinity
12030106	Cataloging Unit	East Fork Trinity
12030107	Cataloging Unit	Cedar
12030108	Cataloging Unit	Richland
12030109	Cataloging Unit	Chambers
12030201	Cataloging Unit	Lower Trinity-Tehuacana
12030202	Cataloging Unit	Lower Trinity-Kickapoo
12030203	Cataloging Unit	Lower Trinity
12040101	Cataloging Unit	West Fork San Jacinto
12040102	Cataloging Unit	Spring
12040103	Cataloging Unit	East Fork San Jacinto
12040104	Cataloging Unit	Buffalo-San Jacinto
12040201	Cataloging Unit	Sabine Lake
12040202	Cataloging Unit	East Galveston Bay
12040203	Cataloging Unit	North Galveston Bay
12040204	Cataloging Unit	West Galveston Bay
12040205	Cataloging Unit	Austin-Oyster
12050001	Cataloging Unit	Yellow House Draw
12050002	Cataloging Unit	Blackwater Draw
12050003	Cataloging Unit	North Fork Double Mountain Fork Brazos
12050004	Cataloging Unit	Double Mountain Fork Brazos
12050005	Cataloging Unit	Running Water Draw
12050006	Cataloging Unit	White
12050007	Cataloging Unit	Salt Fork Brazos
12060101	Cataloging Unit	Middle Brazos-Millers
12060102	Cataloging Unit	Upper Clear Fork Brazos
12060103	Cataloging Unit	Paint
12060104	Cataloging Unit	Lower Clear Fork Brazos
12060105	Cataloging Unit	Hubbard
12060201	Cataloging Unit	Middle Brazos-Palo Pinto
12060202	Cataloging Unit	Middle Brazos-Lake Whitney
12060203	Cataloging Unit	Bosque
12060204	Cataloging Unit	North Bosque
12070101	Cataloging Unit	Lower Brazos-Little Brazos
12070102	Cataloging Unit	Yegua
12070103	Cataloging Unit	Navasota
12070104	Cataloging Unit	Lower Brazos
12070201	Cataloging Unit	Leon
12070202	Cataloging Unit	Cowhouse
12070203	Cataloging Unit	Lampasas
12070204	Cataloging Unit	Little
12070205	Cataloging Unit	San Gabriel
12080001	Cataloging Unit	Lost Draw
12080002	Cataloging Unit	Colorado Headwaters
12080003	Cataloging Unit	Monument-Seminole Draws
12080004	Cataloging Unit	Mustang Draw
12080005	Cataloging Unit	Johnson Draw
12080006	Cataloging Unit	Sulphur Springs Draw
12080007	Cataloging Unit	Beals
12080008	Cataloging Unit	Upper Colorado
12090101	Cataloging Unit	Middle Colorado-Elm
12090102	Cataloging Unit	South Concho
12090103	Cataloging Unit	Middle Concho
12090104	Cataloging Unit	North Concho
12090105	Cataloging Unit	Concho
12090106	Cataloging Unit	Middle Colorado
12090107	Cataloging Unit	Pecan Bayou
12090108	Cataloging Unit	Jim Ned
12090109	Cataloging Unit	San Saba
12090110	Cataloging Unit	Brady
12090201	Cataloging Unit	Buchanan-Lyndon B. Johnson Lakes
12090202	Cataloging Unit	North Llano
12090203	Cataloging Unit	South Llano
12090204	Cataloging Unit	Llano
12090205	Cataloging Unit	Austin-Travis Lakes
12090206	Cataloging Unit	Pedernales
12090301	Cataloging Unit	Lower Colorado-Cummins
12090302	Cataloging Unit	Lower Colorado
12090401	Cataloging Unit	San Bernard
12090402	Cataloging Unit	East Matagorda Bay
12100101	Cataloging Unit	Lavaca
12100102	Cataloging Unit	Navidad
12100201	Cataloging Unit	Upper Guadalupe
12100202	Cataloging Unit	Middle Guadalupe
12100203	Cataloging Unit	San Marcos
12100204	Cataloging Unit	Lower Guadalupe
12100301	Cataloging Unit	Upper San Antonio
12100302	Cataloging Unit	Medina
12100303	Cataloging Unit	Lower San Antonio
12100304	Cataloging Unit	Cibolo
12100401	Cataloging Unit	East Matagorda Bay
12100402	Cataloging Unit	West Matagorda Bay
12100403	Cataloging Unit	East San Antonio Bay
12100404	Cataloging Unit	West San Antonio Bay
12100405	Cataloging Unit	Aransas Bay
12100406	Cataloging Unit	Mission
12100407	Cataloging Unit	Aransas
12110101	Cataloging Unit	Nueces Headwaters
12110102	Cataloging Unit	West Nueces
12110103	Cataloging Unit	Upper Nueces
12110104	Cataloging Unit	Turkey
12110105	Cataloging Unit	Middle Nueces
12110106	Cataloging Unit	Upper Frio
12110107	Cataloging Unit	Hondo
12110108	Cataloging Unit	Lower Frio
12110109	Cataloging Unit	San Miguel
12110110	Cataloging Unit	Atascosa
12110111	Cataloging Unit	Lower Nueces
12110201	Cataloging Unit	North Corpus Christi Bay
12110202	Cataloging Unit	South Corpus Christi Bay
12110203	Cataloging Unit	North Laguna Madre
12110204	Cataloging Unit	San Fernando
12110205	Cataloging Unit	Baffin Bay
12110206	Cataloging Unit	Palo Blanco
12110207	Cataloging Unit	Central Laguna Madre
12110208	Cataloging Unit	South Laguna Madre
13010001	Cataloging Unit	Rio Grande Headwaters
13010002	Cataloging Unit	Alamosa-Trinchera
13010003	Cataloging Unit	San Luis
13010004	Cataloging Unit	Saguache
13010005	Cataloging Unit	Conejos
13020101	Cataloging Unit	Upper Rio Grande
13020102	Cataloging Unit	Rio Chama
13020201	Cataloging Unit	Rio Grande-Santa Fe
13020202	Cataloging Unit	Jemez
13020203	Cataloging Unit	Rio Grande-Albuquerque
13020204	Cataloging Unit	Rio Puerco
13020205	Cataloging Unit	Arroyo Chico
13020206	Cataloging Unit	North Plains
13020207	Cataloging Unit	Rio San Jose
13020208	Cataloging Unit	Plains of San Agustin
13020209	Cataloging Unit	Rio Salado
13020210	Cataloging Unit	Jornada Del Muerto
13020211	Cataloging Unit	Elephant Butte Reservoir
13030101	Cataloging Unit	Caballo
13030102	Cataloging Unit	El Paso-Las Cruces
13030103	Cataloging Unit	Jornada Draw
13030201	Cataloging Unit	Playas Lake
13030202	Cataloging Unit	Mimbres
13040100	Cataloging Unit	Rio Grande-Fort Quitman
13040201	Cataloging Unit	Cibolo-Red Light
13040202	Cataloging Unit	Alamito
13040203	Cataloging Unit	Black Hills-Fresno
13040204	Cataloging Unit	Terlingua
13040205	Cataloging Unit	Big Bend
13040206	Cataloging Unit	Maravillas
13040207	Cataloging Unit	Santiago Draw
13040208	Cataloging Unit	Reagan-Sanderson
13040209	Cataloging Unit	San Francisco
13040210	Cataloging Unit	Lozier Canyon
13040211	Cataloging Unit	Big Canyon
13040212	Cataloging Unit	Amistad Reservoir
13040301	Cataloging Unit	Upper Devils
13040302	Cataloging Unit	Lower Devils
13040303	Cataloging Unit	Dry Devils
13050001	Cataloging Unit	Western Estancia
13050002	Cataloging Unit	Eastern Estancia
13050003	Cataloging Unit	Tularosa Valley
13050004	Cataloging Unit	Salt Basin
13060001	Cataloging Unit	Pecos Headwaters
13060002	Cataloging Unit	Pintada Arroyo
13060003	Cataloging Unit	Upper Pecos
13060004	Cataloging Unit	Taiban
13060005	Cataloging Unit	Arroyo Del Macho
13060006	Cataloging Unit	Gallo Arroyo
13060007	Cataloging Unit	Upper Pecos-Long Arroyo
13060008	Cataloging Unit	Rio Hondo
13060009	Cataloging Unit	Rio Felix
13060010	Cataloging Unit	Rio Penasco
13060011	Cataloging Unit	Upper Pecos-Black
13070001	Cataloging Unit	Lower Pecos-Red Bluff Reservoir
13070002	Cataloging Unit	Delaware
13070003	Cataloging Unit	Toyah
13070004	Cataloging Unit	Salt Draw
13070005	Cataloging Unit	Barrilla Draw
13070006	Cataloging Unit	Coyanosa-Hackberry Draws
13070007	Cataloging Unit	Landreth-Monument Draws
13070008	Cataloging Unit	Pecos
13070009	Cataloging Unit	Tunas
13070010	Cataloging Unit	Independence
13070011	Cataloging Unit	Howard Draw
13070012	Cataloging Unit	Lower Pecos
13080001	Cataloging Unit	Elm-Sycamore
13080002	Cataloging Unit	San Ambrosia-Santa Isabel
13080003	Cataloging Unit	International Falcon Reservoir
13090001	Cataloging Unit	Los Olmos
13090002	Cataloging Unit	Lower Rio Grande
14010001	Cataloging Unit	Colorado Headwaters
14010002	Cataloging Unit	Blue
14010003	Cataloging Unit	Eagle
14010004	Cataloging Unit	Roaring Fork
14010005	Cataloging Unit	Colorado Headwaters-Plateau
14010006	Cataloging Unit	Parachute-Roan
14020001	Cataloging Unit	East-Taylor
14020002	Cataloging Unit	Upper Gunnison
14020003	Cataloging Unit	Tomichi
14020004	Cataloging Unit	North Fork Gunnison
14020005	Cataloging Unit	Lower Gunnison
14020006	Cataloging Unit	Uncompahgre
14030001	Cataloging Unit	Westwater Canyon
14030002	Cataloging Unit	Upper Dolores
14030003	Cataloging Unit	San Miguel
14030004	Cataloging Unit	Lower Dolores
14030005	Cataloging Unit	Upper Colorado-Kane Springs
14040101	Cataloging Unit	Upper Green
14040102	Cataloging Unit	New Fork
14040103	Cataloging Unit	Upper Green-Slate
14040104	Cataloging Unit	Big Sandy
14040105	Cataloging Unit	Bitter
14040106	Cataloging Unit	Upper Green-Flaming Gorge Reservoir
14040107	Cataloging Unit	Blacks Fork
14040108	Cataloging Unit	Muddy
14040109	Cataloging Unit	Vermilion
14040200	Cataloging Unit	Great Divide Closed Basin
14050001	Cataloging Unit	Upper Yampa
14050002	Cataloging Unit	Lower Yampa
14050003	Cataloging Unit	Little Snake
14050004	Cataloging Unit	Muddy
14050005	Cataloging Unit	Upper White
14050006	Cataloging Unit	Piceance-Yellow
14050007	Cataloging Unit	Lower White
14060001	Cataloging Unit	Lower Green-Diamond
14060002	Cataloging Unit	Ashley-Brush
14060003	Cataloging Unit	Duchesne
14060004	Cataloging Unit	Strawberry
14060005	Cataloging Unit	Lower Green-Desolation Canyon
14060006	Cataloging Unit	Willow
14060007	Cataloging Unit	Price
14060008	Cataloging Unit	Lower Green
14060009	Cataloging Unit	San Rafael
14070001	Cataloging Unit	Upper Lake Powell
14070002	Cataloging Unit	Muddy
14070003	Cataloging Unit	Fremont
14070004	Cataloging Unit	Dirty Devil
14070005	Cataloging Unit	Escalante
14070006	Cataloging Unit	Lower Lake Powell
14070007	Cataloging Unit	Paria
14080101	Cataloging Unit	Upper San Juan
14080102	Cataloging Unit	Piedra
14080103	Cataloging Unit	Blanco Canyon
14080104	Cataloging Unit	Animas
14080105	Cataloging Unit	Middle San Juan
14080106	Cataloging Unit	Chaco
14080107	Cataloging Unit	Mancos
14080201	Cataloging Unit	Lower San Juan-Four Corners
14080202	Cataloging Unit	McElmo
14080203	Cataloging Unit	Montezuma
14080204	Cataloging Unit	Chinle
14080205	Cataloging Unit	Lower San Juan
15010001	Cataloging Unit	Lower Colorado-Marble Canyon
15010002	Cataloging Unit	Grand Canyon
15010003	Cataloging Unit	Kanab
15010004	Cataloging Unit	Havasu Canyon
15010005	Cataloging Unit	Lake Mead
15010006	Cataloging Unit	Grand Wash
15010007	Cataloging Unit	Red Lake
15010008	Cataloging Unit	Upper Virgin
15010009	Cataloging Unit	Fort Pearce Wash
15010010	Cataloging Unit	Lower Virgin
15010011	Cataloging Unit	White
15010012	Cataloging Unit	Muddy
15010013	Cataloging Unit	Meadow Valley Wash
15010014	Cataloging Unit	Detrital Wash
15010015	Cataloging Unit	Las Vegas Wash
15020001	Cataloging Unit	Little Colorado Headwaters
15020002	Cataloging Unit	Upper Little Colorado
15020003	Cataloging Unit	Carrizo Wash
15020004	Cataloging Unit	Zuni
15020005	Cataloging Unit	Silver
15020006	Cataloging Unit	Upper Puerco
15020007	Cataloging Unit	Lower Puerco
15020008	Cataloging Unit	Middle Little Colorado
15020009	Cataloging Unit	Leroux Wash
15020010	Cataloging Unit	Chevelon Canyon
15020011	Cataloging Unit	Cottonwood Wash
15020012	Cataloging Unit	Corn-Oraibi
15020013	Cataloging Unit	Polacca Wash
15020014	Cataloging Unit	Jadito Wash
15020015	Cataloging Unit	Canyon Diablo
15020016	Cataloging Unit	Lower Little Colorado
15020017	Cataloging Unit	Dinnebito Wash
15020018	Cataloging Unit	Moenkopi Wash
15030101	Cataloging Unit	Havasu-Mohave Lakes
15030102	Cataloging Unit	Piute Wash
15030103	Cataloging Unit	Sacramento Wash
15030104	Cataloging Unit	Imperial Reservoir
15030105	Cataloging Unit	Bouse Wash
15030106	Cataloging Unit	Tyson Wash
15030107	Cataloging Unit	Lower Colorado
15030108	Cataloging Unit	Yuma Desert
15030201	Cataloging Unit	Big Sandy
15030202	Cataloging Unit	Burro
15030203	Cataloging Unit	Santa Maria
15030204	Cataloging Unit	Bill Williams
15040001	Cataloging Unit	Upper Gila
15040002	Cataloging Unit	Upper Gila-Mangas
15040003	Cataloging Unit	Animas Valley
15040004	Cataloging Unit	San Francisco
15040005	Cataloging Unit	Upper Gila-San Carlos Reservoir
15040006	Cataloging Unit	San Simon
15040007	Cataloging Unit	San Carlos
15050100	Cataloging Unit	Middle Gila
15050201	Cataloging Unit	Willcox Playa
15050202	Cataloging Unit	Upper San Pedro
15050203	Cataloging Unit	Lower San Pedro
15050301	Cataloging Unit	Upper Santa Cruz
15050302	Cataloging Unit	Rillito
15050303	Cataloging Unit	Lower Santa Cruz
15050304	Cataloging Unit	Brawley Wash
15050305	Cataloging Unit	Aguirre Valley
15050306	Cataloging Unit	Santa Rosa Wash
15060101	Cataloging Unit	Black
15060102	Cataloging Unit	White
15060103	Cataloging Unit	Upper Salt
15060104	Cataloging Unit	Carrizo
15060105	Cataloging Unit	Tonto
15060106	Cataloging Unit	Lower Salt
15060201	Cataloging Unit	Big Chino-Williamson Valley
15060202	Cataloging Unit	Upper Verde
15060203	Cataloging Unit	Lower Verde
15070101	Cataloging Unit	Lower Gila-Painted Rock Reservoir
15070102	Cataloging Unit	Agua Fria
15070103	Cataloging Unit	Hassayampa
15070104	Cataloging Unit	Centennial Wash
15070201	Cataloging Unit	Lower Gila
15070202	Cataloging Unit	Tenmile Wash
15070203	Cataloging Unit	San Cristobal Wash
15080101	Cataloging Unit	San Simon Wash
15080102	Cataloging Unit	Rio Sonoyta
15080103	Cataloging Unit	Tule Desert
15080200	Cataloging Unit	Rio De La Concepcion
15080301	Cataloging Unit	Whitewater Draw
15080302	Cataloging Unit	San Bernardino Valley
15080303	Cataloging Unit	Cloverdale
16010101	Cataloging Unit	Upper Bear
16010102	Cataloging Unit	Central Bear
16010201	Cataloging Unit	Bear Lake
16010202	Cataloging Unit	Middle Bear
16010203	Cataloging Unit	Little Bear-Logan
16010204	Cataloging Unit	Lower Bear-Malad
16020101	Cataloging Unit	Upper Weber
16020102	Cataloging Unit	Lower Weber
16020201	Cataloging Unit	Utah Lake
16020202	Cataloging Unit	Spanish Fork
16020203	Cataloging Unit	Provo
16020204	Cataloging Unit	Jordan
16020301	Cataloging Unit	Hamlin-Snake Valleys
16020302	Cataloging Unit	Pine Valley
16020303	Cataloging Unit	Tule Valley
16020304	Cataloging Unit	Rush-Tooele Valleys
16020305	Cataloging Unit	Skull Valley
16020306	Cataloging Unit	Southern Great Salt Lake Desert
16020307	Cataloging Unit	"Pilot-Thousand Springs, Nevada, Utah"
16020308	Cataloging Unit	Northern Great Salt Lake Desert
16020309	Cataloging Unit	Curlew Valley
16020310	Cataloging Unit	Great Salt Lake
16030001	Cataloging Unit	Upper Sevier
16030002	Cataloging Unit	East Fork Sevier
16030003	Cataloging Unit	Middle Sevier
16030004	Cataloging Unit	San Pitch
16030005	Cataloging Unit	Lower Sevier
16030006	Cataloging Unit	Escalante Desert
16030007	Cataloging Unit	Beaver Bottoms-Upper Beaver
16030008	Cataloging Unit	Lower Beaver
16030009	Cataloging Unit	Sevier Lake
16040101	Cataloging Unit	Upper Humboldt
16040102	Cataloging Unit	North Fork Humboldt
16040103	Cataloging Unit	South Fork Humboldt
16040104	Cataloging Unit	Pine
16040105	Cataloging Unit	Middle Humboldt
16040106	Cataloging Unit	Rock
16040107	Cataloging Unit	Reese
16040108	Cataloging Unit	Lower Humboldt
16040109	Cataloging Unit	Little Humboldt
16040201	Cataloging Unit	Upper Quinn
16040202	Cataloging Unit	Lower Quinn
16040203	Cataloging Unit	Smoke Creek Desert
16040204	Cataloging Unit	Massacre Lake
16040205	Cataloging Unit	Thousand-Virgin
16050101	Cataloging Unit	Lake Tahoe
16050102	Cataloging Unit	Truckee
16050103	Cataloging Unit	Pyramid-Winnemucca Lakes
16050104	Cataloging Unit	Granite Springs Valley
16050201	Cataloging Unit	Upper Carson
16050202	Cataloging Unit	Middle Carson
16050203	Cataloging Unit	Carson Desert
16050301	Cataloging Unit	East Walker
16050302	Cataloging Unit	West Walker
16050303	Cataloging Unit	Walker
16050304	Cataloging Unit	Walker Lake
16060001	Cataloging Unit	Dixie Valley
16060002	Cataloging Unit	Gabbs Valley
16060003	Cataloging Unit	Southern Big Smoky Valley
16060004	Cataloging Unit	Northern Big Smoky Valley
16060005	Cataloging Unit	Diamond-Monitor Valleys
16060006	Cataloging Unit	Little Smoky-Newark Valleys
16060007	Cataloging Unit	Long-Ruby Valleys
16060008	Cataloging Unit	Spring-Steptoe Valleys
16060009	Cataloging Unit	Dry Lake Valley
16060010	Cataloging Unit	Fish Lake-Soda Spring Valleys
16060011	Cataloging Unit	Ralston-Stone Cabin Valleys
16060012	Cataloging Unit	Hot Creek-Railroad Valleys
16060013	Cataloging Unit	Cactus-Sarcobatus Flats
16060014	Cataloging Unit	Sand Spring-Tikaboo Valleys
16060015	Cataloging Unit	Ivanpah-Pahrump Valleys
17010101	Cataloging Unit	Middle Kootenai
17010102	Cataloging Unit	Fisher
17010103	Cataloging Unit	Yaak
17010104	Cataloging Unit	Lower Kootenai
17010105	Cataloging Unit	Moyie
17010106	Cataloging Unit	Elk
17010201	Cataloging Unit	Upper Clark Fork
17010202	Cataloging Unit	Flint-Rock
17010203	Cataloging Unit	Blackfoot
17010204	Cataloging Unit	Middle Clark Fork
17010205	Cataloging Unit	Bitterroot
17010206	Cataloging Unit	North Fork Flathead
17010207	Cataloging Unit	Middle Fork Flathead
17010208	Cataloging Unit	Flathead Lake
17010209	Cataloging Unit	South Fork Flathead
17010210	Cataloging Unit	Stillwater
17010211	Cataloging Unit	Swan
17010212	Cataloging Unit	Lower Flathead
17010213	Cataloging Unit	Lower Clark Fork
17010214	Cataloging Unit	Pend Oreille Lake
17010215	Cataloging Unit	Priest
17010216	Cataloging Unit	Pend Oreille
17010301	Cataloging Unit	Upper Coeur D'Alene
17010302	Cataloging Unit	South Fork Coeur D'Alene
17010303	Cataloging Unit	Coeur D'Alene Lake
17010304	Cataloging Unit	St. Joe
17010305	Cataloging Unit	Upper Spokane
17010306	Cataloging Unit	Hangman
17010307	Cataloging Unit	Lower Spokane
17010308	Cataloging Unit	Little Spokane
17020001	Cataloging Unit	Franklin D. Roosevelt Lake
17020002	Cataloging Unit	Kettle
17020003	Cataloging Unit	Colville
17020004	Cataloging Unit	Sanpoil
17020005	Cataloging Unit	Chief Joseph
17020006	Cataloging Unit	Okanogan
17020007	Cataloging Unit	Similkameen
17020008	Cataloging Unit	Methow
17020009	Cataloging Unit	Lake Chelan
17020010	Cataloging Unit	Upper Columbia-Entiat
17020011	Cataloging Unit	Wenatchee
17020012	Cataloging Unit	Moses Coulee
17020013	Cataloging Unit	Upper Crab
17020014	Cataloging Unit	Banks Lake
17020015	Cataloging Unit	Lower Crab
17020016	Cataloging Unit	Upper Columbia-Priest Rapids
17030001	Cataloging Unit	Upper Yakima
17030002	Cataloging Unit	Naches
17030003	Cataloging Unit	Lower Yakima
17040101	Cataloging Unit	Snake Headwaters
17040102	Cataloging Unit	Gros Ventre
17040103	Cataloging Unit	Grays-Hobock
17040103	Cataloging Unit	Greys-Hoback
17040104	Cataloging Unit	Palisades
17040105	Cataloging Unit	Salt
17040201	Cataloging Unit	Idaho Falls
17040202	Cataloging Unit	Upper Henrys
17040203	Cataloging Unit	Lower Henrys
17040204	Cataloging Unit	Teton
17040205	Cataloging Unit	Willow
17040206	Cataloging Unit	American Falls
17040207	Cataloging Unit	Blackfoot
17040208	Cataloging Unit	Portneuf
17040209	Cataloging Unit	Lake Walcott
17040210	Cataloging Unit	Raft
17040211	Cataloging Unit	Goose
17040212	Cataloging Unit	Upper Snake-Rock
17040213	Cataloging Unit	Salmon Falls
17040214	Cataloging Unit	Beaver-Camas
17040215	Cataloging Unit	Medicine Lodge
17040216	Cataloging Unit	Birch
17040217	Cataloging Unit	Little Lost
17040218	Cataloging Unit	Big Lost
17040219	Cataloging Unit	Big Wood
17040220	Cataloging Unit	Camas
17040221	Cataloging Unit	Little Wood
17050101	Cataloging Unit	C. J. Strike Reservoir
17050102	Cataloging Unit	Bruneau
17050103	Cataloging Unit	Middle Snake-Succor
17050104	Cataloging Unit	Upper Owyhee
17050105	Cataloging Unit	South Fork Owyhee
17050106	Cataloging Unit	East Little Owyhee
17050107	Cataloging Unit	Middle Owyhee
17050108	Cataloging Unit	Jordan
17050109	Cataloging Unit	Crooked-Rattlesnake
17050110	Cataloging Unit	Lower Owyhee
17050111	Cataloging Unit	North and Middle Forks Boise
17050112	Cataloging Unit	Boise-Mores
17050113	Cataloging Unit	South Fork Boise
17050114	Cataloging Unit	Lower Boise
17050115	Cataloging Unit	Middle Snake-Payette
17050116	Cataloging Unit	Upper Malheur
17050117	Cataloging Unit	Lower Malheur
17050118	Cataloging Unit	Bully
17050119	Cataloging Unit	Willow
17050120	Cataloging Unit	South Fork Payette
17050121	Cataloging Unit	Middle Fork Payette
17050122	Cataloging Unit	Payette
17050123	Cataloging Unit	North Fork Payette
17050124	Cataloging Unit	Weiser
17050201	Cataloging Unit	Brownlee Reservoir
17050202	Cataloging Unit	Burnt
17050203	Cataloging Unit	Powder
17060101	Cataloging Unit	Hells Canyon
17060102	Cataloging Unit	Imnaha
17060103	Cataloging Unit	Lower Snake-Asotin
17060104	Cataloging Unit	Upper Grande Ronde
17060105	Cataloging Unit	Wallowa
17060106	Cataloging Unit	Lower Grande Ronde
17060107	Cataloging Unit	Lower Snake-Tucannon
17060108	Cataloging Unit	Palouse
17060109	Cataloging Unit	Rock
17060110	Cataloging Unit	Lower Snake
17060201	Cataloging Unit	Upper Salmon
17060202	Cataloging Unit	Pahsimeroi
17060203	Cataloging Unit	Middle Salmon-Panther
17060204	Cataloging Unit	Lemhi
17060205	Cataloging Unit	Upper Middle Fork Salmon
17060206	Cataloging Unit	Lower Middle Fork Salmon
17060207	Cataloging Unit	Middle Salmon-Chamberlain
17060208	Cataloging Unit	South Fork Salmon
17060209	Cataloging Unit	Lower Salmon
17060210	Cataloging Unit	Little Salmon
17060301	Cataloging Unit	Upper Selway
17060302	Cataloging Unit	Lower Selway
17060303	Cataloging Unit	Lochsa
17060304	Cataloging Unit	Middle Fork Clearwater
17060305	Cataloging Unit	South Fork Clearwater
17060306	Cataloging Unit	Clearwater
17060307	Cataloging Unit	Upper North Fork Clearwater
17060308	Cataloging Unit	Lower North Fork Clearwater
17070101	Cataloging Unit	Middle Columbia-Lake Wallula
17070102	Cataloging Unit	Walla Walla
17070103	Cataloging Unit	Umatilla
17070104	Cataloging Unit	Willow
17070105	Cataloging Unit	Middle Columbia-Hood
17070106	Cataloging Unit	Klickitat
17070201	Cataloging Unit	Upper John Day
17070202	Cataloging Unit	North Fork John Day
17070203	Cataloging Unit	Middle Fork John Day
17070204	Cataloging Unit	Lower John Day
17070301	Cataloging Unit	Upper Deschutes
17070302	Cataloging Unit	Little Deschutes
17070303	Cataloging Unit	Beaver-South Fork
17070304	Cataloging Unit	Upper Crooked
17070305	Cataloging Unit	Lower Crooked
17070306	Cataloging Unit	Lower Deschutes
17070307	Cataloging Unit	Trout
17080001	Cataloging Unit	Lower Columbia-Sandy
17080002	Cataloging Unit	Lewis
17080003	Cataloging Unit	Lower Columbia-Clatskanie
17080004	Cataloging Unit	Upper Cowlitz
17080005	Cataloging Unit	Lower Cowlitz
17080006	Cataloging Unit	Lower Columbia
17090001	Cataloging Unit	Middle Fork Willamette
17090002	Cataloging Unit	Coast Fork Willamette
17090003	Cataloging Unit	Upper Willamette
17090004	Cataloging Unit	Mckenzie
17090005	Cataloging Unit	North Santiam
17090006	Cataloging Unit	South Santiam
17090007	Cataloging Unit	Middle Willamette
17090008	Cataloging Unit	Yamhill
17090009	Cataloging Unit	Molalla-Pudding
17090010	Cataloging Unit	Tualatin
17090011	Cataloging Unit	Clackamas
17090012	Cataloging Unit	Lower Willamette
17100101	Cataloging Unit	Hoh-Quillayute
17100102	Cataloging Unit	Queets-Quinault
17100103	Cataloging Unit	Upper Chehalis
17100104	Cataloging Unit	Lower Chehalis
17100105	Cataloging Unit	Grays Harbor
17100106	Cataloging Unit	Willapa Bay
17100201	Cataloging Unit	Necanicum
17100202	Cataloging Unit	Nehalem
17100203	Cataloging Unit	Wilson-Trusk-Nestuccu
17100204	Cataloging Unit	Siletz-Yaquina
17100205	Cataloging Unit	Alsea
17100206	Cataloging Unit	Siuslaw
17100207	Cataloging Unit	Siltcoos
17100301	Cataloging Unit	North Umpqua
